Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location,Geometry Point
11414,Square Picnic Table,Wood,Wood,80 AVENUE NW,4280,LYNNWOOD,Ward sipiwiyiniwak,53.51369814064305,-113.58839270049002,"(53.51369814064305, -113.58839270049002)",POINT (-113.58839270049002 53.51369814064305)
24068,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52832652001264,-113.54124495300682,"(53.52832652001264, -113.54124495300682)",POINT (-113.54124495300682 53.52832652001264)
10531,Square Picnic Table,Unknown,Unknown,77 AVENUE NW,6492,MILL CREEK RAVINE SOUTH,Ward papastew,53.515243694250806,-113.47365994071384,"(53.515243694250806, -113.47365994071384)",POINT (-113.47365994071384 53.515243694250806)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.534876633926764,-113.52356403298349,"(53.534876633926764, -113.52356403298349)",POINT (-113.52356403298349 53.534876633926764)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55527623950124,-113.38567900926941,"(53.55527623950124, -113.38567900926941)",POINT (-113.38567900926941 53.55527623950124)
6169,Square Picnic Table,Wood,Aggregate,FALCONER ROAD NW,5190,FALCONER HEIGHTS,Ward pihêsiwin,53.46338241900551,-113.58828162813774,"(53.46338241900551, -113.58828162813774)",POINT (-113.58828162813774 53.46338241900551)
95767,Square Picnic Table,Unknown,Unknown,CY BECKER BOULEVARD NW,2611,CY BECKER,Ward Dene,53.63414405018454,-113.40806127154038,"(53.63414405018454, -113.40806127154038)",POINT (-113.40806127154038 53.63414405018454)
10881,Square Picnic Table,Wood,Metal,94 AVENUE NW,6550,OTTEWELL,Ward Métis,53.53132720683948,-113.42501169842234,"(53.53132720683948, -113.42501169842234)",POINT (-113.42501169842234 53.53132720683948)
20363,Square Picnic Table,Wood,Metal,88 AVENUE NW,6350,KENILWORTH,Ward Métis,53.52293041005297,-113.43697418766958,"(53.52293041005297, -113.43697418766958)",POINT (-113.43697418766958 53.52293041005297)
25865,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,Ward Nakota Isga,53.539678587316956,-113.54004744825286,"(53.539678587316956, -113.54004744825286)",POINT (-113.54004744825286 53.539678587316956)
4386,Square Picnic Table,Wood,Metal,110 AVENUE NW,4200,HIGH PARK,Ward Nakota Isga,53.556484250107225,-113.58665924282636,"(53.556484250107225, -113.58665924282636)",POINT (-113.58665924282636 53.556484250107225)
19156,Square Picnic Table,Wood,Aggregate,TOMLINSON COMMON NW,5640,TERWILLEGAR TOWNE,Ward pihêsiwin,53.44977838981753,-113.58457747784514,"(53.44977838981753, -113.58457747784514)",POINT (-113.58457747784514 53.44977838981753)
12344,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53505210275435,-113.53898894177713,"(53.53505210275435, -113.53898894177713)",POINT (-113.53898894177713 53.53505210275435)
63347,Square Picnic Table,Wood,Metal,112 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56260283487252,-113.56297844175593,"(53.56260283487252, -113.56297844175593)",POINT (-113.56297844175593 53.56260283487252)
56632,Square Picnic Table,Metal,Metal,BRINTNELL BOULEVARD NW,2110,BRINTNELL,Ward Dene,53.61941956517076,-113.40703524325721,"(53.61941956517076, -113.40703524325721)",POINT (-113.40703524325721 53.61941956517076)
11232,Square Picnic Table,Wood,Aggregate,180 STREET NW,4270,LYMBURN,Ward sipiwiyiniwak,53.505662961814295,-113.63470008583523,"(53.505662961814295, -113.63470008583523)",POINT (-113.63470008583523 53.505662961814295)
23313,Square Picnic Table,Concrete,Aggregate,53 AVENUE NW,5080,BRANDER GARDENS,Ward pihêsiwin,53.49133103249869,-113.57683973058512,"(53.49133103249869, -113.57683973058512)",POINT (-113.57683973058512 53.49133103249869)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.555123009182694,-113.38492624122226,"(53.555123009182694, -113.38492624122226)",POINT (-113.38492624122226 53.555123009182694)
16077,Square Picnic Table,Wood,Metal,6 AVENUE SW,6211,ELLERSLIE,Ward Karhiio,53.42725198698862,-113.44665599773346,"(53.42725198698862, -113.44665599773346)",POINT (-113.44665599773346 53.42725198698862)
20662,Square Picnic Table,Wood,Aggregate,105 AVENUE NW,6270,GOLD BAR,Ward Métis,53.548598355012594,-113.41370441712222,"(53.548598355012594, -113.41370441712222)",POINT (-113.41370441712222 53.548598355012594)
25865,Square Picnic Table,Wood,Metal,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,Ward Nakota Isga,53.53939623576445,-113.54175314612515,"(53.53939623576445, -113.54175314612515)",POINT (-113.54175314612515 53.53939623576445)
48819,Square Picnic Table,Wood,Metal,129 AVENUE NW,3260,LAUDERDALE,Ward Anirniq,53.58709703844659,-113.51147571187907,"(53.58709703844659, -113.51147571187907)",POINT (-113.51147571187907 53.58709703844659)
34428,Square Picnic Table,Wood,Aggregate,97 STREET NW,1140,MCCAULEY,Ward O-day'min,53.548767604620025,-113.48774524341782,"(53.548767604620025, -113.48774524341782)",POINT (-113.48774524341782 53.548767604620025)
4941,Square Picnic Table,Wood,Aggregate,83 AVENUE NW,4140,ELMWOOD,Ward sipiwiyiniwak,53.51575634982773,-113.60638628110709,"(53.51575634982773, -113.60638628110709)",POINT (-113.60638628110709 53.51575634982773)
23201,Other Table,Wood,Aggregate,99 AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.53680474770271,-113.50032674566329,"(53.53680474770271, -113.50032674566329)",POINT (-113.50032674566329 53.53680474770271)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55506232299755,-113.39537718320439,"(53.55506232299755, -113.39537718320439)",POINT (-113.39537718320439 53.55506232299755)
63347,Square Picnic Table,Wood,Aggregate,112 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.561602380634234,-113.56282154929443,"(53.561602380634234, -113.56282154929443)",POINT (-113.56282154929443 53.561602380634234)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.5099726876786,-113.55119190576382,"(53.5099726876786, -113.55119190576382)",POINT (-113.55119190576382 53.5099726876786)
25865,Square Picnic Table,Wood,Metal,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,Ward Nakota Isga,53.53962827476298,-113.54175978174536,"(53.53962827476298, -113.54175978174536)",POINT (-113.54175978174536 53.53962827476298)
8406,Square Picnic Table,Metal,Wood,130A AVENUE NW,2420,KILLARNEY,Ward tastawiyiniwak,53.59046702115307,-113.47491122401406,"(53.59046702115307, -113.47491122401406)",POINT (-113.47491122401406 53.59046702115307)
9135,Square Picnic Table,Wood,Metal,121 AVENUE NW,3350,PRINCE CHARLES,Ward Anirniq,53.57483705508553,-113.53628583188883,"(53.57483705508553, -113.53628583188883)",POINT (-113.53628583188883 53.57483705508553)
12344,Square Picnic Table,Wood,Aggregate,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53476745070901,-113.538097158194,"(53.53476745070901, -113.538097158194)",POINT (-113.538097158194 53.53476745070901)
12860,Square Picnic Table,Wood,Aggregate,132 STREET NW,3320,OXFORD,Ward Anirniq,53.61837546462098,-113.5482505064893,"(53.61837546462098, -113.5482505064893)",POINT (-113.5482505064893 53.61837546462098)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.55510242535927,-113.40621933946167,"(53.55510242535927, -113.40621933946167)",POINT (-113.40621933946167 53.55510242535927)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55464515361609,-113.38557558875732,"(53.55464515361609, -113.38557558875732)",POINT (-113.38557558875732 53.55464515361609)
5003,Square Picnic Table,Wood,Aggregate,165 STREET NW,4590,WEST MEADOWLARK PARK,Ward sipiwiyiniwak,53.52956675187803,-113.60680724013515,"(53.52956675187803, -113.60680724013515)",POINT (-113.60680724013515 53.52956675187803)
13276,Square Picnic Table,Wood,Metal,129 AVENUE NW,2390,KERNOHAN,Ward Dene,53.58685919999784,-113.37722556666671,"(53.58685919999784, -113.37722556666671)",POINT (-113.37722556666671 53.58685919999784)
60272,Square Picnic Table,Wood,Wood,FORT EDMONTON PARK ROAD NW,5401,RIVER VALLEY FORT EDMONTON,Ward pihêsiwin,53.503664884815834,-113.57324762434874,"(53.503664884815834, -113.57324762434874)",POINT (-113.57324762434874 53.503664884815834)
18367,Square Picnic Table,Concrete,Aggregate,44 AVENUE NW,6500,MILL WOODS GOLF COURSE,Ward Karhiio,53.484062551582696,-113.42214673059712,"(53.484062551582696, -113.42214673059712)",POINT (-113.42214673059712 53.484062551582696)
11306,Square Picnic Table,Unknown,Unknown,113A STREET NW,5270,LENDRUM PLACE,Ward papastew,53.494087024444,-113.52381439255431,"(53.494087024444, -113.52381439255431)",POINT (-113.52381439255431 53.494087024444)
2099,Square Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.53299022369788,-113.52068213267917,"(53.53299022369788, -113.52068213267917)",POINT (-113.52068213267917 53.53299022369788)
7851,Square Picnic Table,Metal,Metal,113 AVENUE NW,2330,HIGHLANDS,Ward Métis,53.567246470780276,-113.43383958841092,"(53.567246470780276, -113.43383958841092)",POINT (-113.43383958841092 53.567246470780276)
5646,Square Picnic Table,Wood,Metal,139 STREET NW,3450,WOODCROFT,Ward Anirniq,53.56231211355861,-113.56247204507056,"(53.56231211355861, -113.56247204507056)",POINT (-113.56247204507056 53.56231211355861)
3080,Square Picnic Table,Wood,Aggregate,GATEWAY BOULEVARD NW,6110,CPR IRVINE,Ward papastew,53.517715890321185,-113.4946347922269,"(53.517715890321185, -113.4946347922269)",POINT (-113.4946347922269 53.517715890321185)
70692,Square Picnic Table,Wood,Metal,LEGER ROAD NW,5630,LEGER,Ward pihêsiwin,53.458491116511716,-113.58309824780473,"(53.458491116511716, -113.58309824780473)",POINT (-113.58309824780473 53.458491116511716)
4760,Square Picnic Table,Wood,Metal,107 STREET NW,5170,EMPIRE PARK,Ward papastew,53.48607986377672,-113.50829675792426,"(53.48607986377672, -113.50829675792426)",POINT (-113.50829675792426 53.48607986377672)
31782,Square Picnic Table,Wood,Wood,109 STREET NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.527459914666004,-113.50884549347893,"(53.527459914666004, -113.50884549347893)",POINT (-113.50884549347893 53.527459914666004)
63347,Square Picnic Table,Wood,Metal,112 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56231171998234,-113.56252065405424,"(53.56231171998234, -113.56252065405424)",POINT (-113.56252065405424 53.56231171998234)
521,Square Picnic Table,Wood,Metal,JASPER AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54111659422748,-113.50044383277348,"(53.54111659422748, -113.50044383277348)",POINT (-113.50044383277348 53.54111659422748)
11330,Square Picnic Table,Wood,Aggregate,112 STREET NW,5290,MCKERNAN,Ward papastew,53.51135016855337,-113.51905854373518,"(53.51135016855337, -113.51905854373518)",POINT (-113.51905854373518 53.51135016855337)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52707232910733,-113.55185042485539,"(53.52707232910733, -113.55185042485539)",POINT (-113.55185042485539 53.52707232910733)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.534355477561114,-113.5240501495399,"(53.534355477561114, -113.5240501495399)",POINT (-113.5240501495399 53.534355477561114)
64353,Square Picnic Table,Wood,Metal,SILVER BERRY ROAD NW,6442,SILVER BERRY,Ward Sspomitapi,53.4574913494757,-113.38406479095637,"(53.4574913494757, -113.38406479095637)",POINT (-113.38406479095637 53.4574913494757)
447,Other Table,Concrete,Concrete,95 STREET NW,1140,MCCAULEY,Ward O-day'min,53.5563523024928,-113.48466620362925,"(53.5563523024928, -113.48466620362925)",POINT (-113.48466620362925 53.5563523024928)
9612,Square Picnic Table,Wood,Aggregate,104 AVENUE NW,3200,GLENORA,Ward Nakota Isga,53.54661449942605,-113.55705989523754,"(53.54661449942605, -113.55705989523754)",POINT (-113.55705989523754 53.54661449942605)
5774,Square Picnic Table,Wood,Aggregate,DOVERCOURT AVENUE NW,3170,DOVERCOURT,Ward Anirniq,53.57564666180714,-113.55958071624768,"(53.57564666180714, -113.55958071624768)",POINT (-113.55958071624768 53.57564666180714)
4335,Square Picnic Table,Wood,Aggregate,136 STREET NW,3200,GLENORA,Ward Nakota Isga,53.54674153753993,-113.55667636843212,"(53.54674153753993, -113.55667636843212)",POINT (-113.55667636843212 53.54674153753993)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52683541696067,-113.54465595003842,"(53.52683541696067, -113.54465595003842)",POINT (-113.54465595003842 53.52683541696067)
2152,Square Picnic Table,Wood,Metal,127 STREET NW,3010,ATHLONE,Ward Anirniq,53.59094061146388,-113.54153508927006,"(53.59094061146388, -113.54153508927006)",POINT (-113.54153508927006 53.59094061146388)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55419886613256,-113.38673386874109,"(53.55419886613256, -113.38673386874109)",POINT (-113.38673386874109 53.55419886613256)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.532854667452725,-113.51722040847173,"(53.532854667452725, -113.51722040847173)",POINT (-113.51722040847173 53.532854667452725)
56136,Square Picnic Table,Composite,Concrete,CAMERON HEIGHTS WAY NW,4466,CAMERON HEIGHTS,Ward sipiwiyiniwak,53.473075673824,-113.63607191119702,"(53.473075673824, -113.63607191119702)",POINT (-113.63607191119702 53.473075673824)
23770,Square Picnic Table,Wood,Aggregate,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50905535638501,-113.55217580392657,"(53.50905535638501, -113.55217580392657)",POINT (-113.55217580392657 53.50905535638501)
6197,Square Picnic Table,Wood,Metal,KNOTTWOOD ROAD EAST NW,6200,EKOTA,Ward Karhiio,53.45011256390104,-113.44180798215865,"(53.45011256390104, -113.44180798215865)",POINT (-113.44180798215865 53.45011256390104)
14373,Square Picnic Table,Composite,Metal,94 STREET NW,6070,CLOVERDALE,Ward Métis,53.53665973698514,-113.47123873928045,"(53.53665973698514, -113.47123873928045)",POINT (-113.47123873928045 53.53665973698514)
486,Square Picnic Table,Wood,Metal,105 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.54169486143619,-113.50063824681855,"(53.54169486143619, -113.50063824681855)",POINT (-113.50063824681855 53.54169486143619)
34500,Square Picnic Table,Wood,Aggregate,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52729265753582,-113.54406005417837,"(53.52729265753582, -113.54406005417837)",POINT (-113.54406005417837 53.52729265753582)
6587,Square Picnic Table,Wood,Aggregate,FULTON ROAD NW,6240,FULTON PLACE,Ward Métis,53.546233377896314,-113.42600134647317,"(53.546233377896314, -113.42600134647317)",POINT (-113.42600134647317 53.546233377896314)
15678,Square Picnic Table,Wood,Metal,71 STREET SW,6211,ELLERSLIE,Ward Karhiio,53.427423266942824,-113.44849268654754,"(53.427423266942824, -113.44849268654754)",POINT (-113.44849268654754 53.427423266942824)
25865,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,Ward Nakota Isga,53.540012093372276,-113.540798572817,"(53.540012093372276, -113.540798572817)",POINT (-113.540798572817 53.540012093372276)
19781,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.5333956756702,-113.537055252655,"(53.5333956756702, -113.537055252655)",POINT (-113.537055252655 53.5333956756702)
10862,Square Picnic Table,Wood,Metal,87 AVENUE NW,6350,KENILWORTH,Ward Métis,53.52229507416205,-113.43680491097984,"(53.52229507416205, -113.43680491097984)",POINT (-113.43680491097984 53.52229507416205)
76079,Square Picnic Table,Composite,Metal,CHAPPELLE ROAD SW,5462,CHAPPELLE AREA,Ward Ipiihkoohkanipiaohtsi,53.39936001549059,-113.5720861840709,"(53.39936001549059, -113.5720861840709)",POINT (-113.5720861840709 53.39936001549059)
20867,Square Picnic Table,Concrete,Aggregate,61 STREET NW,2330,HIGHLANDS,Ward Métis,53.569279019179106,-113.43471332182999,"(53.569279019179106, -113.43471332182999)",POINT (-113.43471332182999 53.569279019179106)
14413,Square Picnic Table,Wood,Aggregate,97A AVENUE NW,3140,CRESTWOOD,Ward Nakota Isga,53.535095588034615,-113.56975276260782,"(53.535095588034615, -113.56975276260782)",POINT (-113.56975276260782 53.535095588034615)
6430,Square Picnic Table,Concrete,Aggregate,106 STREET NW,5360,RIDEAU PARK,Ward papastew,53.47639291346121,-113.50537873768404,"(53.47639291346121, -113.50537873768404)",POINT (-113.50537873768404 53.47639291346121)
109489,Square Picnic Table,Wood,Aggregate,91 STREET SW,6213,SUMMERSIDE,Ward Karhiio,53.422895968145745,-113.47376638162143,"(53.422895968145745, -113.47376638162143)",POINT (-113.47376638162143 53.422895968145745)
19846,Square Picnic Table,Composite,Metal,75 AVENUE NW,6610,RITCHIE,Ward papastew,53.510578740872546,-113.48187879355285,"(53.510578740872546, -113.48187879355285)",POINT (-113.48187879355285 53.510578740872546)
68723,Other Table,Wood,Metal,BELVEDERE GATE NW,2080,BELVEDERE,Ward Dene,53.58576473423648,-113.43859898982953,"(53.58576473423648, -113.43859898982953)",POINT (-113.43859898982953 53.58576473423648)
20653,Square Picnic Table,Wood,Metal,40 STREET NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.55329675183063,-113.40352911768842,"(53.55329675183063, -113.40352911768842)",POINT (-113.40352911768842 53.55329675183063)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55941687031827,-113.38511198824825,"(53.55941687031827, -113.38511198824825)",POINT (-113.38511198824825 53.55941687031827)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.553766143004324,-113.38504304614519,"(53.553766143004324, -113.38504304614519)",POINT (-113.38504304614519 53.553766143004324)
4253,Square Picnic Table,Wood,Metal,114 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56259488500265,-113.55805736663261,"(53.56259488500265, -113.55805736663261)",POINT (-113.55805736663261 53.56259488500265)
20907,Square Picnic Table,Wood,Metal,149A AVENUE NW,3150,CUMBERLAND,Ward Anirniq,53.61184223705333,-113.55331880001316,"(53.61184223705333, -113.55331880001316)",POINT (-113.55331880001316 53.61184223705333)
11232,Square Picnic Table,Wood,Aggregate,180 STREET NW,4270,LYMBURN,Ward sipiwiyiniwak,53.50553920327607,-113.63504213334318,"(53.50553920327607, -113.63504213334318)",POINT (-113.63504213334318 53.50553920327607)
3617,Square Picnic Table,Wood,Metal,23 STREET NW,2030,BANNERMAN,Ward Dene,53.60395621224554,-113.37875052355477,"(53.60395621224554, -113.37875052355477)",POINT (-113.37875052355477 53.60395621224554)
7721,Square Picnic Table,Wood,Metal,115 AVENUE NW,2100,BEVERLY HEIGHTS,Ward Métis,53.56737775224292,-113.40671061182914,"(53.56737775224292, -113.40671061182914)",POINT (-113.40671061182914 53.56737775224292)
